"","id","title","singer","lyrics"
"15","30314784","밤편지","아이유","     이 밤 그날의 반딧불을당신의 창 가까이 보낼게요음 사랑한다는 말이에요나 우리의 첫 입맞춤을 떠올려그럼 언제든 눈을 감고음 가장 먼 곳으로 가요난 파도가 머물던모래 위에 적힌 글씨처럼그대가 멀리 사라져 버릴 것 같아늘 그리워 그리워여기 내 마음속에모든 말을 다 꺼내어 줄 순 없지만사랑한다는 말이에요어떻게 나에게그대란 행운이 온 걸까지금 우리 함께 있다면 아얼마나 좋을까요난 파도가 머물던모래 위에 적힌 글씨처럼그대가 멀리 사라져 버릴 것 같아또 그리워 더 그리워나의 일기장 안에모든 말을 다 꺼내어 줄 순 없지만사랑한다는 말이 밤 그날의 반딧불을 당신의창 가까이 띄울게요음 좋은 꿈 이길 바라요"
"16","30442480","CALLING YOU","하이라이트 (Highlight)","     늦은 시간에 자꾸 전화해서 미안해조금 취했지만 정신은 말짱해Now I'm calling you calling you대답 없는 너지만아직 바뀌지 않은 너의 coloring처럼내 마음도 아직 여전해Now I'm calling you calling you널 부르고 있어조금만 더 채워줘 My friend오늘따라 외로워서 그래하늘에 달은 밝은데내 맘까지 비춰주진 않네가지마 It's not time to go man슬픔을 조금 나눠가 줄래아무리 피해보려 해도그 애가 자꾸 떠올라넌 지금 무얼 하는지이미 자고 있을런지혹시 내가 필요한지까맣게 다 잊었는지한 순간도 멈추지 않고내 모든 게 다 너를 향해 있어어느새 난 또 너의번호를 누르고 있어늦은 시간에 자꾸 전화해서 미안해조금 취했지만 정신은 말짱해Now I'm calling you calling you대답 없는 너지만아직 바뀌지 않은 너의 coloring처럼내 마음도 아직 여전해Now I'm calling you calling you널 부르고 있어사실 무슨 말을 해야 할지하나도 정리가 안 돼그저 어딘가에 있는 너의숨결이 너무 그리워네가 너무 보고 싶어잠에서 깨어나면많이 후회 하겠지만그걸 알면서도 어김없이Now I'm calling youI'm calling you아무 여자나 만나서널 잊어보려 했지만그럴수록 널 찾게 돼더욱 더 네가 그립기 만해바쁘게 지내다 보면괜찮을 줄 알았지만마음이 내 뜻대로 안돼또 너를 찾고 있잖아넌 지금 무얼 하는지이미 자고 있을런지혹시 내가 필요한지까맣게 다 잊었는지한 순간도 멈추지 않고내 모든 게 다 너를 향해 있어어느새 난 또 너의번호를 누르고 있어늦은 시간에 자꾸 전화해서 미안해조금 취했지만 정신은 말짱해Now I'm calling you calling you대답 없는 너지만아직 바뀌지 않은 너의 coloring처럼내 마음도 아직 여전해Now I'm calling you calling you널 부르고 있어사실 무슨 말을 해야 할지하나도 정리가 안 돼그저 어딘가에 있는 너의숨결이 너무 그리워네가 너무 보고 싶어잠에서 깨어나면많이 후회 하겠지만그걸 알면서도 어김없이Now I'm calling youI'm calling you아직 널 보내주지 못해 미안해매일 취해야 아픔을 버텨내Now I'm calling you calling you네가 들어줬음 해이제 그만하란 말이라도 좋아어떤 말이라도 난 괜찮아Now I'm calling you calling youI'm calling you"
"17","4786735","Marry Me","마크툽 (MAKTUB)","     비내리는 날엔우산이 돼주고어둠이 오면 빛이 돼줄게추운 겨울이면난로가 돼주고더운 날엔 바람이 될게잠이 들 때까지 머릴 만져줄게니가 두려울 때마다 꼭 옆에 있어줄게갑작스런 맘에 문득떠나고 싶으면내일 무슨 일이 있어도 함께 떠나줄게Marry Me내 손 잡아줄래요Marry Me나와 평생 함께 할래요남은 나의 모든 삶오직 그대 남자로 살고 싶어요Marry Me darling나와 결혼해줄래요순간뿐이 아냐 많이 생각했어헌데 내 사랑을 줄 수 있는 여잔 너밖에 없어차갑고 어두운 험하고쓸쓸한 세상 속평생의 동반자로 함께걸어가고 싶어Marry Me내 손 잡아줄래요Marry Me나와 평생 함께 할래요남은 나의 모든 삶오직 그대 남자로 살고 싶어요Marry Me darling나와 결혼해줄래요내 안에 숨쉬는 아름 다운 그대영원히 같은 꿈을 꾼다면 얼마나 좋을까믿어요 Marry Me그대와 함께 하는 매일이내겐 천국이죠나와 결혼해줄래요비내리는 날엔우산이 돼주고어둠이 오면 빛이 돼줄게"
"18","30383949","TOMBOY","혁오 (HYUKOH)","     난 엄마가 늘 베푼 사랑에 어색해 그래서 그런 건가 늘 어렵다니까 잃기 두려웠던 욕심 속에도 작은 예쁨이 있지 난 지금 행복해 그래서 불안해 폭풍 전 바다는 늘 고요하니까 불이 붙어 빨리 타면 안 되잖아 나는 사랑을 응원해 젊은 우리 나이테는 잘 보이지 않고 찬란한 빛에 눈이 멀어 꺼져가는데 아아아아아 아아아아아 아아아아아아아 아아아아아 아아아아아 아아아아아아아아아 슬픈 어른은 늘 뒷걸음만 치고 미운 스물을 넘긴 넌 지루해 보여 불이 붙어 빨리 타면 안 되니까 우리 사랑을 응원해 젊은 우리 나이테는 잘 보이지 않고 찬란한 빛에 눈이 멀어 꺼져가는데그래 그때 나는 잘 몰랐었어 우린 다른 점만 닮았고 철이 들어 먼저 떨어져 버린 너와 이젠 나도 닮았네 젊은 우리 나이테는 잘 보이지 않고 찬란한 빛에 눈이 멀어 꺼져가는데 아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아"
"19","30453634","Oh Little Girl","슬레이트","     넌 내가 지킨다어떡해 마법이 풀리질 않아어쩌다 어쩌다 이렇게 됐니저 태양보다 더 뜨거운 내 맘어쩌면 어쩌면 사랑일 거야You take me high Fly me up so high풍선처럼 두둥실 떠올라 내 맘을 very 흔들어 놓아난 너의 기쁨 슬픔 모두 다 꼭 끌어안고오직 너만 알겠어사랑보다 깊은 감정을 느껴 지금 누구보다 약하면서도 강해그래 운명 따위는 내가 다 바꿀게Baby baby when you tell me something bad어떤 눈물이 흘러도 닦아줄게이별 따위랑은 이제 이별해크게 소리쳐Oh little girl 그 어떤 말로도Little girl 널 꾸밀 수 없어사랑보다 더 사랑 같은 너 YouOh little girl 이 세상 모든걸Little girl 다 잃는다 해도운명보다 더 운명 같은 널넌 내가 지킨다넌 내가 지킨다 넌 내가 지킨다언젠가 마법이 풀린대도 어쩌다 어쩌다 그럴지라도태양이 빛을 다 잃는다 해도 날 믿어 날 믿어 We could be something꽃잎이 져도 매일 그대 곁에 있을게 시간이 내게 준 지금이라는 보물 바로 너그래 그 머리부터 발끝까지 내게 기대내 전부를 다 걸겠어사랑보다 깊은 감정을 느껴 지금 누구보다 약하면서도 강해그래 운명 따위는 내가 다 바꿀게Baby baby when you tell me something bad어떤 눈물이 흘러도 닦아줄게그 아름다움 앞에 상냥해지는내가 소리쳐Oh little girl 그 어떤 말로도Little girl 널 꾸밀 수 없어사랑보다 더 사랑 같은 너 YouOh little girl 이 세상 모든걸Little girl 다 잃는다 해도운명보다 더 운명 같은 널넌 내가 지킨다Baby 더는 없어 lonelinessAnd We 계절을 뛰어넘어온 세상이 너로 꽉 찼는걸 I know you and meOh little girl 널 위한 멜로디Little girl 목 터져라 불러사랑보다 큰 사랑노래야 YouOh little girl 이 세상이 우릴Little girl 속일지라도운명보다 더 운명 같은 널넌 내가 지킨다넌 내가 지킨다너만을 지킨다"
"20","30261007","KNOCK KNOCK","TWICE (트와이스)","     열두시가 되면 닫혀요조금만 서둘러 줄래요Knock knock knock knock knock on my doorKnock knock knock knock knock on my door밤이 되면 내 맘속에출입문이 열리죠누군가 필요해 Someone else자꾸자꾸 서성이네몰래 몰래 훔쳐보네Knock knock knock knock knock on my doorKnock knock knock knock knock on my door보나마나 또 playboy떠보나마나 bad boy확신이 필요해 Knock knock내 맘이 열리게 두드려줘세게 쿵 쿵 다시 한번 쿵 쿵Baby knock knock knock knock knock on my doorKnock knock knock knock knock쉽게 열리지는 않을 거야 say that you’re mine내일도 모레도 다시 와줘준비하고 기다릴게 knock on my Baby knock knock knock knock knock on my doorKnock knock knock knock knock들어도 계속 듣고 싶은 걸Knock on my door필요 없어 gold key or get lucky진심이면 everything’s gonna be okay어떡해 벌써 왔나 봐 잠시만 기다려 줄래요혼자 있을 때 훅 들어와정신 없이 날 흔들어 놔지금이 딱 널 위한 show time make it yours댕 댕 울리면 매일 찾아와줄래뱅뱅 돌다간 잠들어 버릴 걸요Knock knock knock knock knock on my doorKnock knock knock knock knock on my doorCome in come in come in baby take my hands내 맘이 열리게 두드려줘세게 쿵 쿵 다시 한번 쿵 쿵Baby knock knock knock knock knock on my doorKnock knock knock knock knock쉽게 열리지는 않을 거야 say that you’re mine내일도 모레도 다시 와줘준비하고 기다릴게 knock knockBaby knock knock knock knock knock on my doorKnock knock knock knock knock들어도 계속 듣고 싶은 걸Knock on my doorHey hey이 시간이 지나면굳어있던 내 맘이 내 내 맘이아이스크림처럼 녹아 버릴 테니까Come knock on my door내 맘이 열리게 두드려줘세게 쿵 쿵 다시 한번 쿵 쿵Baby knock knock knock knock knock on my doorKnock knock knock knock knock쉽게 열리지는 않을 거야 say that you’re mine내일도 모레도 다시 와줘준비하고 기다릴게 knock knockBaby knock knock knock knock knock on my doorKnock knock knock knock knock들어도 계속 듣고 싶은 걸Knock on my doorKnock knock knock knock on my doorI’m freakin’ freakin’ out freakin’ out out knock knockKnock knock knock knock on my doorKnock knock knock knock knock on my doorKnock knock knock knock knock on my door"
"21","30453633","열어줘","Knock","     너를 볼 때면 맘이 요동쳐숨도 쉴 틈 없이 너에게로 달려가눈이 마주친 순간 모든 게멈춰버린 듯이 너 하나로 가득 해한걸음 걸을 때마다그림자가 되어 널 지킬게눈이 부셔 이 순간에내겐 넌 꿈만 같은 걸텅 빈 마음에 가득 채워 너란 존재너 하나만 꼭 들어오게너에게만 내 문을 열게어떤 단어로도 이 기분 설명 못해상상할 수 없이 feels good아름다운 너의 미소묘하게 나를 이끌어거부할 수 없어 난운명처럼 깊숙히 파고들어열어줘 열어줘 열어줘커져버린 내 맘속 한 사람 맘을열어줘 열어줘 열어줘너란 색으로 나를 채워줘yeah yeah yeah yeah yeah 너의 손끝에yeah yeah yeah yeah yeah 내가 있어열어줘 열어줘 열어줘내 심장은 오늘도 너뿐인걸I wanna know뜨거워진 마음 어찌할 줄을 몰라 난 오늘도환상일까 꿈은 아닐까 난 겁이나아무도 모를걸 Make me crazy now백 번을 말해도 내 기분 모를걸난 너의 손짓 표정 속에 담긴달콤함에 녹아 새로운 숨을 쉬어마른 마음에 사랑이란 물을 주네내가 숨쉴 수 있게 해간지러운 네 숨결로온종일 나를 설레게 해거부할 수 없어 난운명처럼 깊숙히 파고들어열어줘 열어줘 열어줘커져버린 내 맘속 한 사람 맘을열어줘 열어줘 열어줘너란 색으로 나를 채워줘yeah yeah yeah yeah yeah 너의 손끝에yeah yeah yeah yeah yeah 내가 있어열어줘 열어줘 열어줘내 심장은 오늘도 너뿐인걸오랫동안 기다렸어내 세상을 달빛처럼 비추길어둠 속에 유일한 빛 이길운명처럼 깊숙히 파고들어열어줘 열어줘 열어줘커져버린 내 맘속 한 사람 맘을열어줘 열어줘 열어줘너란 색으로 나를 채워줘yeah yeah yeah yeah yeah 너의 손끝에yeah yeah yeah yeah yeah 내가 있어열어줘 열어줘 열어줘내 심장은 오늘도 너뿐인걸"
"22","30431400","모해 (mohae) (Feat. 볼빨간사춘기)","San E","     모해카톡 한번 훑다가 보내이상한 뜻 아냐 마 오해별거 아냐 그냥 뭐 하며 사나급 생각나서 순수하게모해 모해 모해 모해 모해커피 밥도 좋고모해 모해 모해 모해 모해나야 술도 좋고요즘 뭐 해 바빠 문자 안부 인사차본지 꽤 된 듯 나 더 잘생겨졌다웃기지 ㅋㅋ 궁금하지도 않냐정 없다 넌 참난 좀 보고 싶던데근데 진짜 100퍼센트 뻥 안치고 딴뜻은 없어 이상하게 생각하지 마Yah you think I'm lying진짜야 난 거짓말 티 나내 얼굴 봐봐아차차 우 못 보지 최근 사진 볼래솔직히 난 아까부터 네 프사 보네Huh 근데 이거 너야왜 이리 이뻐진 거야뭐 한 거야 웃는 이모티콘 하하모해카톡 한번 훑다가 보내이상한 뜻 아냐 마 오해별거 아냐 그냥 뭐 하며 사나급 생각나서 순수하게모해 모해 모해 모해 모해커피 밥도 좋고모해 모해 모해 모해 모해나야 술도 좋고근데 왜 아직까지 안 자는 거야 왜Oh 폰 만지다 보니 나도 그래사실 한잔했어 수지가 너로 보이네취한 듯 우 달빛이 널 부르래로맨틱하지 않니 엄마 왈근데 넌 왜 없니인정 어 인정 비커우즈 암 찌질해그러니 전화도 못 하고문자로 이렇게 취중진담김동률 아 뭐래 ?f넌 언제 편해나 혼자 얘기하니왜 계속 답이 없지아 엄마가 불러 갔니그건 이해 읽으면 말해 꼭뭐래카톡 한번 훑다가 보내이상한 뜻 아냐 마 오해별거 아냐 그냥 이상한 사람아 자꾸 연락 와 암튼모해 넌모해 모해 모해 모해커피 밥도 좋고모해 넌모해 모해 모해 모해나야 술도 좋고잠깐만 근데 이 사람이 사람 미쳤나 봐 어머머무섭게 왜 이래 기다려봐 wait차단했어 암튼 너는모해 모해 모해 모해 모해커피 밥도 좋고모해 모해 모해 모해 모해나야 술도 좋고모해 모해 모해 모해 모해다시 들어와 봤다모해 모해 모해 모해 모해"
"23","8276709","아름다워","창모 (CHANGMO)","     널 이제 놓아줘야 될것같애의미없는 날짜를 셀것같애내 손이 아닌 꽃이 무대인 나비 다시 날갯짓 하길이제는 bye bay나에게는 크리스탈 혹은 별과 비슷한 빛을가진 diamondluxury thang널 봐 난널 위한 걸까 날 위한 건지허나 넌 더욱 어울려 누군가의더큰 어깨 제발 글로 갈래내가 나쁠래 모자 쓰고 말해찡그리며 오지마너와 함께인 순간은 불안의 연속에 연속 내가 부족하니미안해나의 자존심 때문에우아한 프라다우아한 샤넬깔끔한 마르지엘라같은 너에 반해잘하려했지허나 자격지심 때문에너를 못가져 너를 못 안어 그댄 변함없이 아주너무나도 아름다워 RunRun누가 먹였니 너의 높은 값어칠언제부터 너는 그리 아름다웠니누가 넌 과분하데 나는 말없이그래허나 난 너에겐 가면쓰고 감췄지남겨 미안해 기스같은 상처그렇지 않음 내 가별거 없는 애처럼느껴져 몰아세운거야 미워해줘 날모두 사랑해준 너이제는 알겠어내가 널 가진 것이 아니고 너가 와준 것이라는 것을너없는 이 도시마치 압구정의 club 그 속에 나는 먼지나는 특별하지않네너를 위안 삼았나봐 너가 사랑할때Oh 우리 걷던 거릴 지나갈때초라한 내게 그댄 빛을 발해 우아한 프라다우아한 샤넬깔끔한 마르지엘라같은 너에 반해잘하려했지허나 자격지심때문에너를 못가져 너를 못 안어 그댄 변함없이 아주 너무나도 아름다워 "
"24","30163110","좋다고 말해","볼빨간사춘기","     안녕 오늘도같은 자리 버스 창가에기대 앉은 네게인사를 해 Hi역시 넌 받아 주지를 않네인기 많고 잘생긴 넌 내게만그렇게 쌀쌀하게 굴더라근데 Last Night기억나 넌 내가 좋다고 했어그 예쁜 가로등 아래서넌 내가 좋다고 말했어다음부턴 모른 척아닌 척해도You Have To Know That확신을 해야 돼 넌그날 넌내가 좋다고 했어 YeahIf You Like Me OrLove Me Just Say Yes Yes YesAnd Then I'm Your GirlfriendAnd You're My Boyfriend어서 내게 좋다고 말해 줘몰래 오늘도도서관 맨 앞자리에기대 앉은 네게인사를 해 Oh Boy역시 넌 받아 주지를 않네인기 많고 잘생긴 넌 내게만그렇게 쌀쌀하게 굴더라근데 Last Night기억나 넌 내가 좋다고 했어그 예쁜 가로등 아래서넌 내가 좋다고 말했어다음부턴 모른 척아닌 척해도You Have To Know That확신을 해야 돼 넌그날 넌내가 좋다고 했어 YeahIf You Like Me OrLove Me Just Say Yes Yes YesAnd Then I'm Your GirlfriendAnd You're My Boyfriend어서 내게 좋다고 말해 줘 Oh널 참 많이 좋아하는 난데우린 이어질 수 없는 걸까내 긴 교복 치마가 부끄러워초라해 Yeah네 곁엔 항상 키 크고예쁜 애들이 넘치는데 WooIf You Like MeIf You Love Me YeahAnd Then I'm Your GirlfriendAnd You're My Boyfriend어서 내게 좋다고 말해 줘If You Like Me OrLove Me Just Say Yes Yes YesAnd Then I'm Your GirlfriendAnd You're My Boyfriend어서 내게 좋다고 말해 줘"
"25","30414090","처음부터 너와 나","볼빨간사춘기","     Baby you 나의 사랑 그대 널 보면 너 함께 있으면 어둠은 사라져 시간은 멈춰서 이 공간엔 너와 나 둘만 남겨져 Love was always painful 널 알기 전 사실 나 두렵던 사랑이란 감정 날 울리던 함정 그렇게만 생각했는데 내 안에 빛이 되어줘 나의 맘을 알아줘 내 세상에 밝은 별이 되어줘 후회하지 않을게 너의 이유 되어 줄게 처음부터 너와 나인 것처럼 가슴이 멎은 것처럼 아련해지는 걸 내 하루는 이미 너 하나인 걸 사랑한단 이유로 상처 주진 않을게 처음부터 너와 나인 것처럼 Love you 지금도 I was thinking about you 잠들기 전 그저 널 생각해 사랑이란 감정 스며들어 점점 이렇게 네 생각나는데 내 안에 빛이 되어줘 나의 맘을 알아줘 내 세상에 밝은 별이 되어줘 후회하지 않을게 너의 이유 되어 줄게 처음부터 너와 나인 것처럼 Love you 나만 너를 모른 채 살아온 것만 같아 우리 마치 오래 전 이미 시작된 사랑인 것만 같아 가슴이 멎은 것처럼 아련해지는 걸 내 하루는 이미 너 하나인 걸 사랑한단 이유로 상처 주진 않을게 처음부터 너와 나인 것처럼 나만의 빛이 되어줘내 세상에 밝은 별이 되어줘후회하지 않을게너의 이유 되어 줄게처음부터 너와 나인 것처럼Love you"
"26","30428511","지나쳐 (Feat. DEAN)","로꼬","     너무 지나쳐 휘어지는 굴곡이 너무 지나쳐올라간 치마 길이 너무 지나쳐내려가는 나의 시선이 지나쳐 너의 발길을 멈추기엔나의 평범함이 너무 지나쳐니가 소리 내는 하이힐 킥 주위엔검은 제비들 높이가 너무 지나쳐일정한 걸음걸이 난 나른하고 싶지만심장박동이 너무 지나쳐풀린 듯한 눈 가던 길 가라 하는 듯해도나는 못 지나쳐관람하기만 해 홀로 앉은 채로 숨 막히는 청불 영화를 보듯이난감하기만 해 팔다리가 아무것도 못하고 있는 나의 모습이 사실 너와 눈 마주치기 싫어이미 지나치게 축복받고 있는 삶이흐트러질 것 같거든 망가져 버릴 것만 같거든너무 지나쳐 휘어지는 굴곡이 너무 지나쳐올라간 치마 길이 너무 지나쳐내려가는 나의 시선이 지나쳐 Can I get a oh yeah oh yeah넌 too much but I like itok her dance is too much but I like it봄이 코끝을 스치듯넌 날 지나쳐 yeah니가 모르게 널 상상해도이번에는 닿지 않기를 빌게이제는 주머니가 두둑해도하루빨리 이 앨범을 내야 해바텐더는 내게 술을 주지 마창문은 이쪽으로 바람 불지 마난 지금도 충분히 충분하니까내 앞에서 더는지나치지 마 oh yeah nope지금 이 느낌이 김칫국이라면 no more yeah신께서 주신 찬스인 거라도 괜히 걱정돼 oh wait이건 본 적 없던 케이스I don't care yeahI don't wanna care-ay-ay-yeahDJ Play it again again너무 지나쳐휘어지는 굴곡이 너무 지나쳐올라간 치마 길이 너무 지나쳐내려가는 나의 시선이 지나쳐Can I get a oh yeah oh yeah넌 too much but I like itok her dance is too much but I like it봄이 코끝을 스치듯넌 날 지나쳐 yeah"
"27","5605860","오빠야","신현희와김루트","     오빠야내가 진짜 좋아하는 사람이생겨서 혼자 끙끙앓다가 죽어버릴 것만 같아서얘기를 한다눈 앞에 아른아른거리는잘생긴 얼굴 자꾸귀에 맴도는 그의촉촉한 목소리 예네가 좋아하는 그 남자도대체 누구길래이렇게나 들뜬 거니얼굴은 어떻게 생겼는지무슨 일을 하는지나는 너무나 궁금해나는 너를 좋아하고너를 좋아하고 너도나를 좋아하고나를 좋아하고우린 서로 좋아하는데도그 누구도 말을 안 해요나는 너를 좋아하고너를 좋아하고너도 나를 좋아하고나를 좋아하고우린 서로 좋아하는데도그 누구도 말을 안 해요말을 하면 멀어질까 너무 두려워너를 잃기가 나는 너무 무서워말을 하면 멀어질까 너무 두려워너를 잃기가 나는 너무 무서워 예좋아하는 마음에 떨리는 날들에더 없이 덧없이 마음이 커지고두근대는 마음에 설레는 날들에난 헤어 나올 수 없어나는 너를 좋아하고너를 좋아하고너도 나를 좋아하고나를 좋아하고우린 서로 좋아하는데도그 누구도 말을 안 해요나는 너를 좋아하고너를 좋아하고너도 나를 좋아하고나를 좋아하고우린 서로 좋아하는데도그 누구도 말을 안 해요나는 너를 좋아하고너를 좋아하고너도 나를 좋아하고나를 좋아하고우린 서로 좋아하는데도그 누구도 말을 안 해요나는 너를 좋아하고너를 좋아하고너도 나를 좋아하고나를 좋아하고우린 서로 좋아하는데도그 누구도 말을 안 해요나는 너를 좋아하고너를 좋아하고너도 나를 좋아하고나를 좋아하고우린 서로 좋아하는데도그 누구도 말을 안 해요나는 너를 좋아하고너를 좋아하고너도 나를 좋아하고나를 좋아하고우린 서로 좋아하는데도그 누구도 말을 안 해요"
"28","8276708","마에스트로 (Maestro)","창모 (CHANGMO)","     다섯살때부터 나는피아노를 쳤어 영재였지베토벤부터 모짜르트바흐 쇼팽 선배였지허나 나난 걸 접고서가사를 썼어 열넷이었지  난 이게 참 좋아그건 못 벌어그 새끼들 모두 엿먹어 베르사체 무한리필 drank그게 내 1악장 Maserati car 하얀색 대리석house 그게 내 2악장 Mic는 바로 나의 지휘봉 불러 maestro maestro 불러 maestro maestro 사실 수트바지보다내려쳐입는게 훨 더 나점잖떠는거는 못해그냥 외쳐버려 돈 쌓자부자들은 거의겉으론 젠틀해 건희씨는 칭호노창씨는 성을 떼요방금 나의 라인을 듣고너는 말해 내가 fucked up허나 이 삶에 locked up 될바엔일을 벌릴테야리스크를 향해 첨벙비닐 속 안 피아노꿈꾸던 이는그걸 치며 살기위해선돈이 숨구멍임을 알고서 악보따윈동네 땅에 큰 구덩이를 파 묻고 선언했지내 자신이 classic임임을딱 박아둬내게 소나타는 오직 차그것따윈 never 생각안해날 비춰라 all of the lights지금 내 symphony 1악장의끝이났어 fuck 다 카포절대로 없어 난 돌아갈일박수 no no 2악장 play 할렐루야다섯살때부터 나는피아노를 쳤어 영재였지베토벤부터 모짜르트바흐 쇼팽 선배였지허나 나난 걸 접고서가사를 썼어 열넷이었지  난 이게 참 좋아그건 못 벌어그 새끼들 모두 엿먹어 베르사체 무한리필 drank그게 내 1악장 Maserati car 하얀색 대리석house 그게 내 2악장 Mic는 바로 나의 지휘봉 불러 maestro maestro 불러 maestro maestro Hash hash hash hash#돈벌어Hash hash hash hash#좀처럼 나오지 않는 영재Shout out to kubrick shout out to파우스트 괴테 shout out to michael tysonshout out to 고흐 warholcasso 그리고 내 이름을 박길Woah 한국 아인슈타인노멀한 애들이 엿먹여하지만 i dont give a fuckson imma fuck you up여기가 무덤이라 적긴 일러 내 예술의 전당은 club야불러 날 마에스트로그럼 난 그렇게 불려내 계급으론백건우 카라얀 work위한정도를 걸을수 없으니 Deepflow꺼 섞어 잘 어울려 내가 쳐먹었네 2nd round클래식 용어론 끝 2악장내 이런 이력 좋데 내 여잔Piano와 랩을 함난 있어 전용 orchestra키보드 고장난 맥북과내겐 위인 아닌 갓 세종과 연주해 내 삶다섯살때부터 나는피아노를 쳤어 영재였지베토벤부터 모짜르트바흐 쇼팽 선배였지허나 나난 걸 접고서가사를 썼어 열넷이었지  난 이게 참 좋아그건 못 벌어그 새끼들 모두 엿먹어베르사체 무한리필 drank그게 내 1악장 Maserati car 하얀색 대리석house 그게 내 2악장 Mic는 바로 나의 지휘봉 불러 maestro maestro불러 maestro maestro"
"29","30310862","얼굴 찌푸리지 말아요","하이라이트 (Highlight)","     오늘따라 유난히 웃지 않는네가 왠지 슬퍼 보여무슨 일이 있냐는 나의 말에괜찮다며 고갤 돌려너의 눈물 한 방울에내 하늘은 무너져 내려깊게 내쉬는 한숨이 내 맘을 찢어난 너의 빛이 될게그림자를 거둬줘 이제그 천사 같은 얼굴에작은 상처 하나도너에겐 생기지 않기를 원해너의 슬픔 조차도나에게 모두 맡겼으면 해 Ma Baby얼굴 찌푸리지 말아요Baby 넌 웃는 게 더 예뻐그렇게 슬픈 표정하지 말아요널 보면 내 맘이 너무 아파 Oh Oh그래 그렇게 날 보며 웃어줘 Oh Oh그 예쁜 얼굴 찌푸리지 말아줘숨기지 말고 내게 말해줘아무 말 없이 널 안아줄게내 품 안에서네 상처 다 아물 수 있게늘 아름다운 것만 담아주고 싶어예쁜 두 눈에미소만 짓게 해줄게 그 입술에난 너의 빛이 될게그림자를 거둬줘 이제그 천사 같은 얼굴에작은 상처 하나도너에겐 생기지 않기를 원해너의 슬픔 조차도나에게 모두 맡겼으면 해 Ma Baby얼굴 찌푸리지 말아요Baby 넌 웃는 게 더 예뻐그렇게 슬픈 표정하지 말아요널 보면 내 맘이 너무 아파 Oh Oh그래 그렇게 날 보며 웃어줘그 예쁜 얼굴 찌푸리지 말아줘모두가 떠나도 난 너만 있으면 돼그렇게 내 안에서 행복하길 원해널 지킬 수만 있다면아깝지 않아 내 세상마저도얼굴 찌푸리지 말아요Baby 넌 웃는 게 더 예뻐그렇게 슬픈 표정하지 말아요널 보면 내 맘이 너무 아파 Oh Oh그래 그렇게 날 보며 웃어줘그 예쁜 얼굴 찌푸리지 말아줘"
"30","30355842","She`s a Baby","지코 (ZICO)","     믿을 수가 없어난생 처음인 걸이만큼 쏟아부었던 적퉁명스러운 말투 숨겨놓은 그 마음을입맞춤으로 눈치챘어특별해 좀 인정해온갖 참견이 너만 지목해It's okay 내가 이제하루 종일 돌봐줄게She's a baby 알고 보면 애기혼자 두면 큰일 나요 All day때찌때찌 털끝 하나 건드렸담 봐Let her sleep well yeah잘 들어 손 안 쓰고 간지럼 태울게좋아해란 말은 그만 관둘래얼마 못 가서넌 날 엄청나게사랑하게 될 거야이렇게 행복할 땐뒤도는 거 아니야 ah ahHow ya feel 기분 어때고개 까딱까딱해줘She's a baby 알고 보면 애기혼자 두면 큰일 나요 All day때찌때찌 털끝 하나 건드렸담 봐Let her sleep well yeah내 검지를 움켜진작은 손엔 복숭아 향이 나얼마나 멋져져야그 눈동자에 나만 담길까남김없이 다퍼다 줄래 개털 돼도뭐랬어 중간 없대도Not enough심장에 무리 갈 만큼 해야지가끔 힘들면 그 시간 나한테 맡겨깨끗이 해결 짓고 올게그땐 말없이 안겨혼란만 부추겼던 등장인물이었지만지나보면 못 잊을 줄거리야네 얘기야She’s a baby 알고 보면 애기혼자 두지 않을 거야 절대Happy happy네 남자친구 부럽다 정말"
